IDTransacao,Data,IDCliente,Genero,Idade,CategoriaProduto,Quantidade,PrecoPorUnidade,ValorTotal,Mes,EhFimDeSemana,FaixaEtaria
1237,2023-12-21,CLIENTE0156,Masculino,53,Vestuário,1,338.28,336.77,12,0,MeiaIdade
1238,2023-08-21,CLIENTE1131,Feminino,23,Beleza,1,117.55,119.11,8,0,Jovem
1239,2023-05-17,CLIENTE0393,Masculino,23,Vestuário,2,248,494.65,5,0,Jovem
1240,2023-08-31,CLIENTE0313,Feminino,25,Beleza,2,130.49,260.02,8,0,Jovem
1241,2023-01-20,CLIENTE1274,Masculino,70,Beleza,1,105.43,99.87,1,0,Senior
1242,2023-02-11,CLIENTE0069,Feminino,43,Beleza,1,114.2,119.21,2,1,Adulto
1243,2023-07-15,CLIENTE1645,Masculino,69,Beleza,4,44.88,181.62,7,1,Senior
1244,2023-11-21,CLIENTE0768,Masculino,63,Vestuário,1,66.04,63.49,11,0,Senior
1245,2023-01-13,CLIENTE1181,Feminino,47,Vestuário,5,295.25,1479.82,1,0,MeiaIdade
1246,2023-09-01,CLIENTE0216,Masculino,30,Beleza,2,149.12,294.34,9,0,Adulto
1247,2023-12-02,CLIENTE1992,Masculino,41,Vestuário,2,75.12,154.21,12,1,Adulto
1248,2023-03-02,CLIENTE1892,Masculino,30,Vestuário,4,307.53,1226.24,3,0,Adulto
1249,2023-06-01,CLIENTE1794,Feminino,34,Beleza,3,42.92,124.49,6,0,Adulto
1250,2023-11-22,CLIENTE0208,Masculino,68,Eletrônicos,2,137.37,272.48,11,0,Senior
1251,2023-09-22,CLIENTE1772,Masculino,20,Eletrônicos,1,239.97,231.94,9,0,Jovem
1252,2023-07-24,CLIENTE1414,Masculino,18,Vestuário,1,227.75,235.59,7,0,Jovem
1253,2023-03-15,CLIENTE1175,Feminino,56,Eletrônicos,4,299.88,1202.18,3,0,MeiaIdade
1254,2023-05-13,CLIENTE0405,Feminino,60,Vestuário,3,83.05,245.1,5,1,MeiaIdade
1255,2023-10-19,CLIENTE1954,Masculino,39,Vestuário,3,251.37,751.8,10,0,Adulto
1256,2023-10-12,CLIENTE1830,Feminino,55,Beleza,3,42.46,120.7,10,0,MeiaIdade
1257,2023-08-26,CLIENTE1189,Masculino,61,Eletrônicos,2,156.88,309.97,8,1,Senior
1258,2023-01-04,CLIENTE0987,Feminino,26,Beleza,2,22.7,50.06,1,0,Adulto
1259,2023-10-05,CLIENTE1568,Feminino,27,Eletrônicos,1,222.27,214.71,10,0,Adulto
1260,2023-07-16,CLIENTE1025,Masculino,32,Vestuário,1,338.69,342.4,7,1,Adulto
1261,2023-05-26,CLIENTE0548,Masculino,54,Beleza,2,87.1,170.19,5,0,MeiaIdade
1262,2023-08-10,CLIENTE0727,Masculino,59,Eletrônicos,3,67.86,204.21,8,0,MeiaIdade
1263,2023-05-10,CLIENTE1281,Masculino,32,Beleza,1,58.02,50.87,5,0,Adulto
1264,2023-11-30,CLIENTE0384,Feminino,23,Eletrônicos,5,214.57,1072.64,11,0,Jovem
1265,2023-11-22,CLIENTE1598,Feminino,56,Vestuário,2,412.5,815.89,11,0,MeiaIdade
1266,2023-04-01,CLIENTE0081,Masculino,30,Eletrônicos,1,142.4,140.62,4,1,Adulto
1267,2023-01-17,CLIENTE0252,Masculino,44,Beleza,1,43.88,34.14,1,0,Adulto
1268,2023-04-24,CLIENTE0293,Masculino,62,Vestuário,2,592.6,1188.9,4,0,Senior
1269,2023-10-15,CLIENTE1875,Masculino,62,Beleza,1,57.94,56.39,10,1,Senior
1270,2023-04-09,CLIENTE1243,Feminino,70,Vestuário,2,104.65,203.72,4,1,Senior
1271,2023-01-11,CLIENTE0003,Feminino,57,Beleza,1,92.01,94.58,1,0,MeiaIdade
1272,2023-06-12,CLIENTE1116,Masculino,34,Eletrônicos,1,158.62,155.81,6,0,Adulto
1273,2023-06-27,CLIENTE0852,Feminino,21,Beleza,1,46.24,47.89,6,0,Jovem
1274,2023-08-25,CLIENTE1877,Feminino,41,Beleza,1,52.21,42.91,8,0,Adulto
1275,2023-10-16,CLIENTE1089,Masculino,69,Vestuário,1,39.16,37.17,10,0,Senior
1276,2023-09-02,CLIENTE1087,Masculino,26,Eletrônicos,1,297.82,295.04,9,1,Adulto
1277,2023-09-02,CLIENTE0123,Feminino,63,Eletrônicos,2,312.83,625.42,9,1,Senior
1278,2023-08-07,CLIENTE1762,Masculino,33,Beleza,4,32.38,131.86,8,0,Adulto
1279,2023-11-26,CLIENTE1961,Feminino,67,Beleza,2,55.53,111.68,11,1,Senior
1280,2023-12-09,CLIENTE0175,Feminino,67,Vestuário,1,507.95,508.34,12,1,Senior
1281,2023-02-22,CLIENTE0117,Masculino,18,Vestuário,2,297.79,604.82,2,0,Jovem
1282,2023-12-12,CLIENTE1592,Feminino,27,Vestuário,1,567.44,565.63,12,0,Adulto
1283,2023-08-21,CLIENTE1537,Feminino,43,Vestuário,1,194.93,202.63,8,0,Adulto
1284,2023-12-18,CLIENTE0959,Feminino,20,Beleza,1,56.46,61.56,12,0,Jovem
1285,2023-09-18,CLIENTE1233,Feminino,24,Beleza,1,142.9,138.64,9,0,Jovem
1286,2023-10-21,CLIENTE0807,Masculino,19,Eletrônicos,2,246.24,499.61,10,1,Jovem
1287,2023-01-31,CLIENTE0574,Masculino,28,Beleza,2,29.31,61.4,1,0,Adulto
1288,2023-04-25,CLIENTE0978,Masculino,52,Eletrônicos,1,333.9,342.09,4,0,MeiaIdade
1289,2023-01-18,CLIENTE0274,Feminino,21,Vestuário,2,507.46,1020.98,1,0,Jovem
1290,2023-09-04,CLIENTE0416,Masculino,42,Vestuário,1,310.91,307.47,9,0,Adulto
1291,2023-07-18,CLIENTE0343,Feminino,37,Beleza,2,59.15,121.79,7,0,Adulto
1292,2023-05-03,CLIENTE1294,Feminino,24,Vestuário,1,497.1,496.24,5,0,Jovem
1293,2023-08-19,CLIENTE1152,Feminino,63,Beleza,3,31.01,96.22,8,1,Senior
1294,2023-05-13,CLIENTE1103,Masculino,56,Eletrônicos,5,128.68,642.39,5,1,MeiaIdade
1295,2023-06-12,CLIENTE0188,Masculino,51,Vestuário,1,205.22,199.61,6,0,MeiaIdade
1296,2023-12-22,CLIENTE1084,Feminino,31,Vestuário,1,70.31,68.43,12,0,Adulto
1297,2023-10-28,CLIENTE1599,Masculino,70,Vestuário,3,303.86,915.9,10,1,Senior
1298,2023-02-25,CLIENTE0109,Feminino,32,Vestuário,1,250.63,243.33,2,1,Adulto
1299,2023-11-19,CLIENTE0492,Masculino,62,Vestuário,1,317.83,308.98,11,1,Senior
1300,2023-12-16,CLIENTE1887,Feminino,53,Beleza,2,78.7,155.37,12,1,MeiaIdade
1301,2023-07-18,CLIENTE1137,Masculino,22,Beleza,3,30.3,91.95,7,0,Jovem
1302,2023-04-25,CLIENTE1210,Masculino,51,Vestuário,1,164.6,156.58,4,0,MeiaIdade
1303,2023-03-13,CLIENTE0042,Feminino,37,Vestuário,4,225.09,905.92,3,0,Adulto
1304,2023-06-10,CLIENTE0521,Feminino,52,Beleza,1,85.18,84.64,6,1,MeiaIdade
1305,2023-01-23,CLIENTE1629,Feminino,26,Vestuário,2,456.62,918.93,1,0,Adulto
1306,2023-11-14,CLIENTE0801,Masculino,55,Vestuário,4,100.58,392.38,11,0,MeiaIdade
1307,2023-06-29,CLIENTE0960,Masculino,18,Beleza,3,96.04,288.84,6,0,Jovem
1308,2023-02-13,CLIENTE0967,Masculino,42,Beleza,2,90.75,180.1,2,0,Adulto
1309,2023-07-02,CLIENTE1348,Masculino,27,Vestuário,1,164.74,158.3,7,1,Adulto
1310,2023-08-29,CLIENTE0649,Feminino,52,Vestuário,2,96.53,186.29,8,0,MeiaIdade
1311,2023-12-03,CLIENTE0516,Feminino,65,Beleza,1,81.44,79.18,12,1,Senior
1312,2023-12-08,CLIENTE1289,Masculino,55,Vestuário,1,329.34,322.6,12,0,MeiaIdade
1313,2023-05-16,CLIENTE0890,Feminino,44,Eletrônicos,1,63.76,60.89,5,0,Adulto
1314,2023-05-08,CLIENTE1773,Feminino,46,Vestuário,4,426.69,1699.52,5,0,MeiaIdade
1315,2023-05-23,CLIENTE0362,Feminino,52,Beleza,5,26.95,142.06,5,0,MeiaIdade
1316,2023-03-24,CLIENTE1123,Feminino,50,Eletrônicos,2,125.22,248.04,3,0,MeiaIdade
1317,2023-01-15,CLIENTE1545,Feminino,61,Beleza,1,30.99,29.85,1,1,Senior
1318,2023-10-27,CLIENTE0014,Masculino,21,Eletrônicos,2,67.04,132.66,10,0,Jovem
1319,2023-03-19,CLIENTE1816,Masculino,66,Vestuário,1,246.22,238.73,3,1,Senior
1320,2023-06-29,CLIENTE0627,Feminino,34,Vestuário,1,276.89,280.06,6,0,Adulto
1321,2023-07-14,CLIENTE1632,Feminino,46,Vestuário,2,301.29,612.42,7,0,MeiaIdade
1322,2023-03-02,CLIENTE1468,Feminino,68,Vestuário,2,76.35,162.29,3,0,Senior
1323,2023-06-22,CLIENTE0971,Masculino,48,Vestuário,4,300.79,1198.68,6,0,MeiaIdade
1324,2023-08-26,CLIENTE1341,Masculino,62,Vestuário,2,153.71,303.13,8,1,Senior
1325,2023-11-26,CLIENTE0295,Masculino,40,Beleza,2,119.05,247.92,11,1,Adulto
1326,2023-04-05,CLIENTE1339,Masculino,58,Eletrônicos,3,75.37,225.39,4,0,MeiaIdade
1327,2023-06-29,CLIENTE1872,Masculino,44,Vestuário,1,428.85,432.02,6,0,Adulto
1328,2023-11-26,CLIENTE0020,Masculino,45,Beleza,2,34.43,72.6,11,1,Adulto
1329,2023-07-02,CLIENTE1728,Masculino,38,Beleza,5,75.05,382.13,7,1,Adulto
1330,2023-07-16,CLIENTE1295,Feminino,28,Beleza,1,24.74,23.39,7,1,Adulto
1331,2023-03-19,CLIENTE1013,Masculino,26,Vestuário,4,161.97,649.86,3,1,Adulto
1332,2023-11-04,CLIENTE0003,Feminino,39,Beleza,4,20.61,86.92,11,1,Adulto
1333,2023-06-05,CLIENTE1778,Masculino,48,Beleza,3,89.75,267.48,6,0,MeiaIdade
1334,2023-06-19,CLIENTE1578,Masculino,60,Vestuário,1,220.82,222.81,6,0,MeiaIdade
1335,2023-04-25,CLIENTE1567,Masculino,59,Eletrônicos,4,232.18,934.04,4,0,MeiaIdade
1336,2023-03-23,CLIENTE1534,Masculino,40,Beleza,4,83.03,332.77,3,0,Adulto
1337,2023-03-19,CLIENTE0930,Feminino,58,Beleza,5,40.93,204.91,3,1,MeiaIdade
1338,2023-07-18,CLIENTE1544,Feminino,53,Beleza,2,126.84,251.77,7,0,MeiaIdade
1339,2023-01-23,CLIENTE1082,Feminino,36,Vestuário,1,91.93,84.62,1,0,Adulto
1340,2023-08-29,CLIENTE0095,Feminino,49,Vestuário,1,173.06,178.34,8,0,MeiaIdade
1341,2023-05-29,CLIENTE0490,Masculino,61,Beleza,2,134.81,276.22,5,0,Senior
1342,2023-03-30,CLIENTE0057,Feminino,61,Vestuário,1,268.34,267.97,3,0,Senior
1343,2023-11-15,CLIENTE1780,Masculino,25,Vestuário,1,595.21,600.1,11,0,Jovem
1344,2023-12-09,CLIENTE0952,Masculino,57,Vestuário,1,301.65,294.39,12,1,MeiaIdade
1345,2023-10-15,CLIENTE0325,Feminino,22,Vestuário,1,32.65,22.91,10,1,Jovem
1346,2023-11-01,CLIENTE1485,Masculino,33,Eletrônicos,1,175.98,176.18,11,0,Adulto
1347,2023-05-04,CLIENTE0561,Feminino,48,Vestuário,4,472.76,1889.85,5,0,MeiaIdade
1348,2023-07-20,CLIENTE1327,Feminino,66,Eletrônicos,4,62.25,240.94,7,0,Senior
1349,2023-08-27,CLIENTE1708,Masculino,44,Vestuário,1,301.37,292.39,8,1,Adulto
1350,2023-05-20,CLIENTE0938,Masculino,23,Eletrônicos,3,40.51,129.8,5,1,Jovem
1351,2023-03-11,CLIENTE1801,Feminino,18,Eletrônicos,2,191.57,375.61,3,1,Jovem
1352,2023-01-12,CLIENTE0213,Masculino,41,Eletrônicos,2,289.31,586.47,1,0,Adulto
1353,2023-11-22,CLIENTE1247,Feminino,60,Beleza,1,140.17,138.63,11,0,MeiaIdade
1354,2023-06-29,CLIENTE1919,Feminino,68,Vestuário,5,368.55,1842.41,6,0,Senior
1355,2023-11-23,CLIENTE0474,Masculino,26,Eletrônicos,2,335.44,670.57,11,0,Adulto
1356,2023-03-06,CLIENTE1523,Feminino,39,Vestuário,2,370.63,749.88,3,0,Adulto
1357,2023-10-05,CLIENTE0932,Feminino,70,Beleza,3,139.18,419.36,10,0,Senior
1358,2023-03-05,CLIENTE1252,Feminino,65,Vestuário,1,538.47,542.17,3,1,Senior
1359,2023-04-27,CLIENTE1995,Masculino,40,Beleza,1,133.54,125.25,4,0,Adulto
1360,2023-01-03,CLIENTE1975,Feminino,58,Beleza,5,69.56,343.47,1,0,MeiaIdade
1361,2023-12-28,CLIENTE1325,Feminino,51,Eletrônicos,2,345.36,691.05,12,0,MeiaIdade
1362,2023-05-10,CLIENTE0487,Masculino,21,Vestuário,1,142.82,148.08,5,0,Jovem
1363,2023-11-01,CLIENTE1967,Feminino,48,Beleza,1,87.56,96.97,11,0,MeiaIdade
1364,2023-01-25,CLIENTE0178,Feminino,58,Beleza,4,82.43,338.68,1,0,MeiaIdade
1365,2023-04-14,CLIENTE1073,Masculino,32,Beleza,1,112.57,108.71,4,0,Adulto
1366,2023-10-17,CLIENTE0610,Feminino,38,Vestuário,3,450.05,1356.89,10,0,Adulto
1367,2023-04-14,CLIENTE1180,Feminino,47,Beleza,2,27.1,62.45,4,0,MeiaIdade
1368,2023-05-25,CLIENTE1810,Feminino,44,Vestuário,1,448.99,455.59,5,0,Adulto
1369,2023-01-22,CLIENTE0914,Masculino,25,Beleza,2,38.32,68.58,1,1,Jovem
1370,2023-06-06,CLIENTE0493,Feminino,39,Vestuário,4,565.98,2255.33,6,0,Adulto
1371,2023-04-09,CLIENTE0666,Feminino,49,Beleza,1,138.97,134.51,4,1,MeiaIdade
1372,2023-01-28,CLIENTE1202,Masculino,47,Vestuário,1,517.07,526.06,1,1,MeiaIdade
1373,2023-06-27,CLIENTE0516,Feminino,47,Vestuário,1,149.58,145,6,0,MeiaIdade
1374,2023-04-11,CLIENTE1342,Feminino,67,Vestuário,2,100.11,191.55,4,0,Senior
1375,2023-07-29,CLIENTE1476,Feminino,33,Vestuário,1,87.06,82.51,7,1,Adulto
1376,2023-09-01,CLIENTE1030,Feminino,63,Beleza,1,45.07,39.28,9,0,Senior
1377,2023-02-15,CLIENTE1290,Feminino,26,Vestuário,2,422.75,854.98,2,0,Adulto
1378,2023-11-28,CLIENTE0162,Feminino,64,Vestuário,2,352.63,713.71,11,0,Senior
1379,2023-07-07,CLIENTE1729,Feminino,35,Vestuário,3,371.84,1119.59,7,0,Adulto
1380,2023-09-01,CLIENTE1414,Masculino,67,Beleza,3,94.94,291.58,9,0,Senior
1381,2023-01-10,CLIENTE1810,Feminino,19,Vestuário,3,349.27,1038.03,1,0,Jovem
1382,2023-10-01,CLIENTE1285,Masculino,47,Vestuário,2,424.92,854.1,10,1,MeiaIdade
1383,2023-04-22,CLIENTE1945,Feminino,21,Vestuário,2,414.2,832.16,4,1,Jovem
1384,2023-03-03,CLIENTE0024,Feminino,67,Beleza,1,25.47,22.35,3,0,Senior
1385,2023-09-01,CLIENTE0403,Masculino,51,Beleza,3,109.34,331.3,9,0,MeiaIdade
1386,2023-11-10,CLIENTE1067,Feminino,64,Vestuário,3,425.79,1269.22,11,0,Senior
1387,2023-02-09,CLIENTE1483,Feminino,52,Beleza,1,98.91,100.84,2,0,MeiaIdade
1388,2023-04-29,CLIENTE1130,Masculino,35,Vestuário,1,344.88,342.55,4,1,Adulto
1389,2023-07-11,CLIENTE0850,Feminino,56,Vestuário,1,318.27,315.35,7,0,MeiaIdade
1390,2023-02-08,CLIENTE1213,Feminino,25,Vestuário,2,302.39,599.62,2,0,Jovem
1391,2023-07-05,CLIENTE1662,Feminino,36,Vestuário,2,40.86,84.26,7,0,Adulto
1392,2023-06-10,CLIENTE0061,Masculino,45,Vestuário,2,446.15,883.41,6,1,Adulto
1393,2023-04-30,CLIENTE0798,Feminino,35,Beleza,1,64.04,72.38,4,1,Adulto
1394,2023-02-28,CLIENTE0881,Masculino,47,Beleza,1,102.05,99.53,2,0,MeiaIdade
1395,2023-03-31,CLIENTE0060,Feminino,68,Beleza,1,79.61,79.3,3,0,Senior
1396,2023-12-12,CLIENTE0556,Masculino,63,Eletrônicos,1,334.31,341.34,12,0,Senior
1397,2023-04-22,CLIENTE0544,Feminino,27,Beleza,1,106.24,101.94,4,1,Adulto
1398,2023-04-24,CLIENTE1100,Feminino,20,Vestuário,1,277.92,280.11,4,0,Jovem
1399,2023-07-07,CLIENTE0731,Masculino,46,Vestuário,1,503.63,504.49,7,0,MeiaIdade
1400,2023-05-29,CLIENTE1717,Feminino,19,Vestuário,3,298.19,891.8,5,0,Jovem
1401,2023-06-21,CLIENTE1263,Masculino,44,Eletrônicos,4,173.55,696.07,6,0,Adulto
1402,2023-11-03,CLIENTE0228,Feminino,47,Vestuário,3,585.18,1763.01,11,0,MeiaIdade
1403,2023-12-08,CLIENTE1382,Masculino,18,Beleza,2,49.72,90.85,12,0,Jovem
1404,2023-01-09,CLIENTE0138,Feminino,43,Beleza,1,43.94,37.96,1,0,Adulto
1405,2023-02-24,CLIENTE0127,Feminino,43,Vestuário,1,453.8,454.19,2,0,Adulto
1406,2023-02-25,CLIENTE1750,Feminino,31,Beleza,1,31.29,27.26,2,1,Adulto
1407,2023-06-11,CLIENTE1279,Feminino,31,Eletrônicos,3,100.74,311.52,6,1,Adulto
1408,2023-06-14,CLIENTE0876,Masculino,21,Vestuário,1,373.38,363.49,6,0,Jovem
1409,2023-03-05,CLIENTE0414,Feminino,32,Vestuário,1,339.71,347.21,3,1,Adulto
1410,2023-03-18,CLIENTE0120,Feminino,44,Vestuário,1,320.18,320.3,3,1,Adulto
1411,2023-07-27,CLIENTE1107,Feminino,19,Eletrônicos,4,113.11,461.31,7,0,Jovem
1412,2023-01-07,CLIENTE0431,Feminino,39,Vestuário,5,46.25,222.94,1,1,Adulto
1413,2023-03-10,CLIENTE1751,Feminino,37,Beleza,2,32.37,54.98,3,0,Adulto
1414,2023-07-11,CLIENTE0265,Feminino,51,Vestuário,2,177.07,352.22,7,0,MeiaIdade
1415,2023-02-22,CLIENTE0474,Feminino,22,Vestuário,3,481.41,1450.14,2,0,Jovem
1416,2023-05-17,CLIENTE1246,Feminino,61,Eletrônicos,1,125.95,125.74,5,0,Senior
1417,2023-10-08,CLIENTE0088,Masculino,60,Beleza,1,40.7,41.6,10,1,MeiaIdade
1418,2023-03-27,CLIENTE0829,Feminino,41,Vestuário,4,495.41,1984.49,3,0,Adulto
1419,2023-07-29,CLIENTE1039,Feminino,41,Eletrônicos,4,286.52,1151.2,7,1,Adulto
1420,2023-09-10,CLIENTE0069,Masculino,57,Beleza,1,53.43,46.89,9,1,MeiaIdade
1421,2023-12-03,CLIENTE1763,Feminino,28,Vestuário,3,40.15,120.87,12,1,Adulto
1422,2023-08-24,CLIENTE1868,Feminino,37,Beleza,2,58.77,118.11,8,0,Adulto
1423,2023-02-02,CLIENTE1373,Masculino,43,Vestuário,2,415.4,840.55,2,0,Adulto
1424,2023-12-01,CLIENTE1070,Masculino,20,Vestuário,2,305.52,602.04,12,0,Jovem
1425,2023-09-09,CLIENTE1349,Feminino,31,Beleza,1,127.38,133.82,9,1,Adulto
1426,2023-10-11,CLIENTE1952,Masculino,64,Beleza,1,72.83,75.54,10,0,Senior
1427,2023-06-21,CLIENTE0370,Feminino,30,Vestuário,4,39.76,157.33,6,0,Adulto
1428,2023-10-21,CLIENTE0868,Feminino,26,Vestuário,2,500.67,1004.74,10,1,Adulto
1429,2023-06-18,CLIENTE0415,Masculino,65,Vestuário,1,339.64,334.14,6,1,Senior
1430,2023-07-15,CLIENTE1711,Masculino,70,Eletrônicos,2,86.99,183.07,7,1,Senior
1431,2023-08-02,CLIENTE1310,Feminino,30,Vestuário,2,541.27,1076.1,8,0,Adulto
1432,2023-11-11,CLIENTE1437,Masculino,47,Beleza,4,86.46,350.36,11,1,MeiaIdade
1433,2023-12-24,CLIENTE0219,Masculino,50,Beleza,1,40.08,35.16,12,1,MeiaIdade
1434,2023-05-03,CLIENTE0366,Masculino,48,Eletrônicos,2,307,610.76,5,0,MeiaIdade
1435,2023-09-18,CLIENTE0216,Feminino,49,Vestuário,1,519.21,520.57,9,0,MeiaIdade
1436,2023-03-05,CLIENTE0666,Masculino,67,Vestuário,1,86.19,78.58,3,1,Senior
1437,2023-03-11,CLIENTE1238,Feminino,40,Vestuário,1,457.89,459.87,3,1,Adulto
1438,2023-11-03,CLIENTE0055,Masculino,29,Beleza,1,64.09,56.51,11,0,Adulto
1439,2023-02-11,CLIENTE0162,Feminino,33,Vestuário,1,533.39,541.6,2,1,Adulto
1440,2023-06-23,CLIENTE1174,Feminino,40,Beleza,2,41.45,75.68,6,0,Adulto
1441,2023-03-27,CLIENTE1469,Masculino,22,Vestuário,3,514.72,1546.46,3,0,Jovem
1442,2023-03-05,CLIENTE0878,Feminino,54,Eletrônicos,1,214.01,215.33,3,1,MeiaIdade
1443,2023-11-20,CLIENTE0446,Masculino,64,Beleza,1,39.14,41.62,11,0,Senior
1444,2023-07-30,CLIENTE0411,Masculino,62,Eletrônicos,2,108.97,226.3,7,1,Senior
1445,2023-04-09,CLIENTE1467,Feminino,52,Vestuário,1,506.25,499.44,4,1,MeiaIdade
1446,2023-09-03,CLIENTE0289,Masculino,55,Vestuário,1,331.6,339.69,9,1,MeiaIdade
1447,2023-03-08,CLIENTE1042,Masculino,44,Vestuário,3,369.25,1098.35,3,0,Adulto
1448,2023-01-16,CLIENTE0199,Masculino,60,Eletrônicos,1,94.39,92.27,1,0,MeiaIdade
1449,2023-06-15,CLIENTE0031,Masculino,28,Eletrônicos,2,274.46,554.03,6,0,Adulto
1450,2023-03-04,CLIENTE0144,Masculino,63,Beleza,1,80.29,88.26,3,1,Senior
1451,2023-02-21,CLIENTE1628,Masculino,69,Vestuário,1,78.55,87.78,2,0,Senior
1452,2023-01-14,CLIENTE1915,Masculino,49,Vestuário,2,238.24,484.38,1,1,MeiaIdade
1453,2023-08-03,CLIENTE1483,Masculino,20,Eletrônicos,3,238.98,725.78,8,0,Jovem
1454,2023-06-06,CLIENTE0520,Feminino,47,Beleza,3,92.87,286.55,6,0,MeiaIdade
1455,2023-06-14,CLIENTE0121,Feminino,29,Beleza,5,143.44,719.65,6,0,Adulto
1456,2023-10-14,CLIENTE0249,Masculino,50,Vestuário,1,435.22,434.69,10,1,MeiaIdade
1457,2023-03-31,CLIENTE1082,Feminino,38,Vestuário,1,148.04,139.82,3,0,Adulto
1458,2023-12-27,CLIENTE1143,Feminino,38,Eletrônicos,5,296.46,1478.6,12,0,Adulto
1459,2023-09-07,CLIENTE1526,Feminino,55,Vestuário,1,352.09,350.77,9,0,MeiaIdade
1460,2023-10-04,CLIENTE0960,Feminino,29,Eletrônicos,2,46.26,86.11,10,0,Adulto
1461,2023-02-07,CLIENTE1348,Masculino,26,Vestuário,2,462.6,917.55,2,0,Adulto
1462,2023-09-07,CLIENTE1076,Masculino,54,Beleza,1,86.96,95.6,9,0,MeiaIdade
1463,2023-05-06,CLIENTE0551,Feminino,32,Beleza,4,33.21,124,5,1,Adulto
1464,2023-08-20,CLIENTE0742,Feminino,35,Vestuário,3,204.91,613.55,8,1,Adulto
1465,2023-07-04,CLIENTE1148,Masculino,26,Eletrônicos,4,235.74,948.19,7,0,Adulto
1466,2023-10-10,CLIENTE0572,Masculino,24,Vestuário,2,256.47,508.33,10,0,Jovem
1467,2023-07-18,CLIENTE1286,Feminino,66,Vestuário,1,470.19,470.66,7,0,Senior
1468,2023-06-17,CLIENTE1424,Feminino,68,Eletrônicos,1,181.2,176.15,6,1,Senior
1469,2023-09-26,CLIENTE1607,Feminino,19,Eletrônicos,2,72.22,140.46,9,0,Jovem
1470,2023-06-14,CLIENTE0716,Feminino,63,Beleza,2,84.16,171.27,6,0,Senior
1471,2023-07-18,CLIENTE0457,Masculino,43,Beleza,1,123.16,124.34,7,0,Adulto
1472,2023-05-12,CLIENTE1216,Feminino,62,Vestuário,3,44.95,141.97,5,0,Senior
1473,2023-06-20,CLIENTE0291,Feminino,38,Vestuário,1,151.13,156.3,6,0,Adulto
1474,2023-10-29,CLIENTE1632,Masculino,32,Beleza,3,137.11,409.52,10,1,Adulto
1475,2023-03-09,CLIENTE1968,Feminino,28,Eletrônicos,3,200.32,600.57,3,0,Adulto
1476,2023-09-26,CLIENTE1109,Feminino,38,Vestuário,1,485.13,491.71,9,0,Adulto
1477,2023-11-30,CLIENTE1593,Masculino,37,Beleza,2,78.53,160.03,11,0,Adulto
1478,2023-06-01,CLIENTE0955,Feminino,23,Vestuário,3,92.82,281.4,6,0,Jovem
1479,2023-11-10,CLIENTE1297,Feminino,59,Vestuário,1,178.56,179.32,11,0,MeiaIdade
1480,2023-10-16,CLIENTE0379,Masculino,27,Vestuário,1,70.23,70.77,10,0,Adulto
1481,2023-08-19,CLIENTE0611,Feminino,44,Eletrônicos,2,208.96,420.08,8,1,Adulto
1482,2023-01-27,CLIENTE1917,Masculino,27,Eletrônicos,1,311.16,310.71,1,0,Adulto
1483,2023-12-18,CLIENTE0634,Masculino,69,Eletrônicos,2,310.44,630.81,12,0,Senior
1484,2023-06-24,CLIENTE1087,Feminino,64,Beleza,4,80.8,333,6,1,Senior
1485,2023-03-25,CLIENTE1545,Feminino,53,Vestuário,1,327.4,329.95,3,1,MeiaIdade
1486,2023-08-07,CLIENTE0105,Masculino,52,Vestuário,1,475.79,475.84,8,0,MeiaIdade
1487,2023-11-23,CLIENTE1766,Feminino,60,Vestuário,1,520.06,510.15,11,0,MeiaIdade
1488,2023-10-16,CLIENTE1360,Masculino,40,Beleza,3,141.31,419.86,10,0,Adulto
1489,2023-07-16,CLIENTE1569,Feminino,68,Beleza,1,91.05,91.94,7,1,Senior
1490,2023-04-02,CLIENTE0741,Masculino,21,Beleza,1,93.28,100.29,4,1,Jovem
1491,2023-09-07,CLIENTE0310,Masculino,67,Eletrônicos,5,32.65,171.44,9,0,Senior
1492,2023-04-27,CLIENTE1717,Feminino,18,Vestuário,3,174.8,524.68,4,0,Jovem
1493,2023-04-12,CLIENTE0739,Feminino,64,Vestuário,2,549.61,1092.77,4,0,Senior
1494,2023-02-08,CLIENTE0224,Feminino,39,Vestuário,3,131.94,391.37,2,0,Adulto
1495,2023-05-10,CLIENTE1649,Feminino,40,Beleza,3,33.18,106.5,5,0,Adulto
1496,2023-07-07,CLIENTE0504,Masculino,25,Vestuário,1,556,559.3,7,0,Jovem
1497,2023-01-31,CLIENTE1042,Masculino,21,Eletrônicos,2,50.32,96.94,1,0,Jovem
1498,2023-08-14,CLIENTE0873,Masculino,24,Eletrônicos,1,272.61,271.89,8,0,Jovem
1499,2023-02-26,CLIENTE0819,Feminino,25,Vestuário,2,303.46,608.41,2,1,Jovem
1500,2023-03-31,CLIENTE0825,Feminino,23,Beleza,1,49.71,42.49,3,0,Jovem
1501,2023-07-04,CLIENTE0143,Feminino,44,Vestuário,1,136.34,130.92,7,0,Adulto
1502,2023-07-04,CLIENTE1022,Masculino,57,Beleza,2,85.62,170.27,7,0,MeiaIdade
1503,2023-10-05,CLIENTE1235,Feminino,39,Vestuário,4,483.37,1942.84,10,0,Adulto
1504,2023-04-15,CLIENTE1981,Masculino,26,Beleza,5,99.16,499.59,4,1,Adulto
1505,2023-04-16,CLIENTE1151,Feminino,57,Vestuário,1,421.8,423.12,4,1,MeiaIdade
